Symbol,Approved.Symbol,chromosome
MGC33407,ACTL9,19
ACTMAP,ACTMAP,19
C19orf54,ACTMAP,19
FLJ41131,ACTMAP,19
ACTN1,ACTN1,14
C14orf84,ACTN1-DT,14
ACTN1-AS1,ACTN1-DT,14
ACTN1-DT,ACTN1-DT,14
ACTN2,ACTN2,1
ACTN3,ACTN3,11
ACTN3-AS1,ACTN3-AS1,11
FSGS1,ACTN4,19
ACTN4,ACTN4,19
ACTN4P1,ACTN4P1,4
ACTN4P2,ACTN4P2,1
ACTP1,ACTP1,2
ARP10,ACTR10,14
ACTR10,ACTR10,14
HARP11,ACTR10,14
ARP11,ACTR10,14
ACTR11,ACTR10,14
ACTR1A,ACTR1A,10
ARP1,ACTR1A,10
ARP1A,ACTR1A,10
ACTR1AP1,ACTR1AP1,2
CTRN2,ACTR1B,2
ARP1B,ACTR1B,2
ACTR1B,ACTR1B,2
ACTR2,ACTR2,2
ARP2,ACTR2,2
ACTR2P1,ACTR2P1,22
ACTR2P2,ACTR2P2,19
ACTR3,ACTR3,2
ARP3,ACTR3,2
ACTR3-AS1,ACTR3-AS1,2
AC104653.1,ACTR3-AS1,2
ARP3BETA,ACTR3B,7
ACTR3B,ACTR3B,7
ARP11,ACTR3B,7
ACTR3BP1,ACTR3BP1,Y
ACTR3BP2,ACTR3BP2,2
FKSG73,ACTR3BP2,2
ACTR3BP3,ACTR3BP3,16
ACTR3BP4,ACTR3BP4,4
ACTR3BP5,ACTR3BP5,10
ACTR3BP6,ACTR3BP6,22
ACTR3BP7,ACTR3BP7,22
ACTR3C,ACTR3C,7
ARP11,ACTR3C,7
ACTR3P1,ACTR3P1,14
ACTR3P2,ACTR3P2,X
ACTR3P3,ACTR3P3,3
FLJ12785,ACTR5,20
ACTR5,ACTR5,20
INO80M,ACTR5,20
ARP5,ACTR5,20
FLJ13433,ACTR6,12
ACTR6,ACTR6,12
ARP6,ACTR6,12
ACTR6P1,ACTR6P1,4
INO80N,ACTR8,3
ACTR8,ACTR8,3
ARP8,ACTR8,3
ARIP1,ACTRT1,X
KIAA0705,ACTRT1,X
ARP-T1,ACTRT1,X
AIP1,ACTRT1,X
ACTRT1,ACTRT1,X
ACTRT1P1,ACTRT1P1,X
ARPM2,ACTRT2,1
ACTRT2,ACTRT2,1
FLJ25424,ACTRT2,1
ARP-T2,ACTRT2,1
ACTRT3,ACTRT3,3
ARPM1,ACTRT3,3
ACVRLK2,ACVR1,2
ALK2,ACVR1,2
ACVR1A,ACVR1,2
ACVR1,ACVR1,2
SKR1,ACVR1,2
SKR2,ACVR1B,12
ALK4,ACVR1B,12
ACVR1B,ACVR1B,12
ACTRIB,ACVR1B,12
ACVRLK4,ACVR1B,12
ALK7,ACVR1C,2
ACVRLK7,ACVR1C,2
ACVR1C,ACVR1C,2
ACVR2A,ACVR2A,2
ACVR2,ACVR2A,2
ACTRII,ACVR2A,2
ACTR-IIB,ACVR2B,3
ACVR2B,ACVR2B,3
ACVR2B-AS1,ACVR2B-AS1,3
ORW2,ACVRL1,12
ALK1,ACVRL1,12
HHT2,ACVRL1,12
ACVRLK1,ACVRL1,12
HHT,ACVRL1,12
ACVRL1,ACVRL1,12
ACY1,ACY1,3
HCBP1,ACY3,11
ACY-3,ACY3,11
ACY3,ACY3,11
MGC9740,ACY3,11
ASPA2,ACY3,11
ACYP1,ACYP1,14
ACYP2,ACYP2,2
ADA,ADA,20
ADA1,ADA,20
CECR1,ADA2,22
ADA2,ADA2,22
ADGF,ADA2,22
IDGFL,ADA2,22
TENR,ADAD1,4
ADAD1,ADAD1,4
ADAD1P1,ADAD1P1,3
ADAD1P2,ADAD1P2,18
TENRL,ADAD2,16
ADAD2,ADAD2,16
FLJ00337,ADAD2,16
HST18717,ADAM10,15
MADM,ADAM10,15
ADAM10,ADAM10,15
KUZ,ADAM10,15
CD156C,ADAM10,15
MDC,ADAM11,17
ADAM11,ADAM11,17
ADAM12,ADAM12,10
MLTN,ADAM12,10
MCMPMLTNA,ADAM12,10
ADAM15,ADAM15,1
MDC15,ADAM15,1
ADAM17,ADAM17,2
CD156B,ADAM17,2
CSVP,ADAM17,2
TACE,ADAM17,2
ADAM18,ADAM18,8
TMDCIII,ADAM18,8
ADAM27,ADAM18,8
ADAM19,ADAM19,5
MLTNB,ADAM19,5
ADAM1A,ADAM1A,12
ADAM1,ADAM1A,12
FTNA,ADAM1A,12
FTNAP,ADAM1A,12
PH-30A,ADAM1A,12
ADAM1P,ADAM1A,12
ADAM1B,ADAM1B,12
CT15,ADAM2,8
FTNB,ADAM2,8
PH-30B,ADAM2,8
ADAM2,ADAM2,8
PH30,ADAM2,8
ADAM20,ADAM20,14
C14orf55,ADAM20P1,14
ADAM20P1,ADAM20P1,14
ADAM20P2,ADAM20P2,4
ADAM20P3,ADAM20P3,4
ADAM21,ADAM21,14
ADAM31,ADAM21,14
ADAM21P1,ADAM21P1,14
ADAM21P,ADAM21P1,14
MDC2,ADAM22,7
ADAM22,ADAM22,7
ADAM23,ADAM23,2
MDC3,ADAM23,2
ADAM24P,ADAM24P,8
EMDCII,ADAM28,8
ADAM28,ADAM28,8
MDC-LM,ADAM28,8
MDC-LS,ADAM28,8
ADAM23,ADAM28,8
CT73,ADAM29,4
SVPH1,ADAM29,4
ADAM29,ADAM29,4
ADAM30,ADAM30,1
SVPH4,ADAM30,1
ADAM32,ADAM32,8
DJ964F7.1,ADAM33,20
ADAM33,ADAM33,20
C20orf153,ADAM33,20
DKFZP434K0521,ADAM33,20
ADAM3A,ADAM3A,8
CYRN1,ADAM3A,8
ADAM3,ADAM3A,8
TMDCI,ADAM3A,8
ADAM3B,ADAM3B,16
CYRN2,ADAM3B,16
ADAM5P,ADAM5,8
TMDCII,ADAM5,8
ADAM5,ADAM5,8
TMDCIV,ADAM6,14
C14orf96,ADAM6,14
ADAM6,ADAM6,14
GP-83,ADAM7,8
EAPI,ADAM7,8
ADAM7,ADAM7,8
ADAM7-AS1,ADAM7-AS1,8
ADAM7-AS2,ADAM7-AS2,8
MS2,ADAM8,10
CD156,ADAM8,10
ADAM8,ADAM8,10
CD156A,ADAM8,10
CORD9,ADAM9,8
MLTNG,ADAM9,8
ADAM9,ADAM9,8
MCMP,ADAM9,8
KIAA0021,ADAM9,8
MDC9,ADAM9,8
M12.219,ADAMDEC1,8
ADAMDEC1,ADAMDEC1,8
KIAA1346,ADAMTS1,21
METH1,ADAMTS1,21
ADAMTS1,ADAMTS1,21
C3-C5,ADAMTS1,21
ADAM-TS10,ADAMTS10,19
ADAMTS10,ADAMTS10,19
ADAMTS12,ADAMTS12,5
MGC118899,ADAMTS13,9
C9orf8,ADAMTS13,9
MGC118900,ADAMTS13,9
ADAMTS13,ADAMTS13,9
VWF-CP,ADAMTS13,9
TTP,ADAMTS13,9
FLJ42993,ADAMTS13,9
VWFCP,ADAMTS13,9
DKFZP434C2322,ADAMTS13,9
ADAMTS14,ADAMTS14,10
ADAMTS15,ADAMTS15,11
ADAMTS16,ADAMTS16,5
ADAMTS16S,ADAMTS16,5
ADAMTS16-AS1,ADAMTS16-AS1,5
AC022424.2,ADAMTS16-AS1,5
ADAMTS16-DT,ADAMTS16-DT,5
ADAMTS17,ADAMTS17,15
FLJ16363,ADAMTS17,15
FLJ32769,ADAMTS17,15
ADAMTS21,ADAMTS18,16
ADAMTS18,ADAMTS18,16
ADAMTS19,ADAMTS19,5
ADAMTS19-AS1,ADAMTS19-AS1,5
RP11-346A9.1,ADAMTS19-AS1,5
HPCPNI,ADAMTS2,5
ADAMTS2,ADAMTS2,5
ADAM-TS2,ADAMTS2,5
NPI,ADAMTS2,5
PCINP,ADAMTS2,5
ADAMTS-3,ADAMTS2,5
ADAMTS20,ADAMTS20,12
GON-1,ADAMTS20,12
ADAMTS-4,ADAMTS3,4
KIAA0366,ADAMTS3,4
ADAMTS3,ADAMTS3,4
ADAMTS4,ADAMTS4,1
KIAA0688,ADAMTS4,1
ADMP-1,ADAMTS4,1
ADAMTS-2,ADAMTS4,1
ADAMTS11,ADAMTS5,21
ADMP-2,ADAMTS5,21
ADAMTS5,ADAMTS5,21
ADAM-TS6,ADAMTS6,5
ADAMTS6,ADAMTS6,5
ADAMTS7,ADAMTS7,15
DKFZP434H204,ADAMTS7,15
ADAM-TS7,ADAMTS7,15
ADAMTS7P1,ADAMTS7P1,15
ADAMTS7P2,ADAMTS7P1,15
ADAMTS7P3,ADAMTS7P3,15
ADAMTS7P4,ADAMTS7P4,15
ADAMTS7P5,ADAMTS7P5,22
METH2,ADAMTS8,11
FLJ41712,ADAMTS8,11
ADAM-TS8,ADAMTS8,11
ADAMTS8,ADAMTS8,11
ADAMTS9,ADAMTS9,3
KIAA1312,ADAMTS9,3
ADAMTS9-AS1,ADAMTS9-AS1,3
ADAMTS9-AS2,ADAMTS9-AS2,3
FLJ35283,ADAMTSL1,9
ADAMTSL1,ADAMTSL1,9
ADAMTSR1,ADAMTSL1,9
C9orf94,ADAMTSL1,9
ADAMTSL2,ADAMTSL2,9
KIAA0605,ADAMTSL2,9
KIAA1233,ADAMTSL3,15
PUNCTIN-2,ADAMTSL3,15
ADAMTSL3,ADAMTSL3,15
TSRC1,ADAMTSL4,1
ADAMTSL4,ADAMTSL4,1
DKFZP434K1772,ADAMTSL4,1
C1orf138,ADAMTSL4-AS1,1
FLJ45786,ADAMTSL4-AS1,1
ADAMTSL4-AS1,ADAMTSL4-AS1,1
ADAMTSL4-AS2,ADAMTSL4-AS2,1
THSD6,ADAMTSL5,19
ADAMTSL5,ADAMTSL5,19
GCS1L,ADAP1,7
CENTA1,ADAP1,7
ADAP1,ADAP1,7
ADAP2,ADAP2,17
CENTA2,ADAP2,17
G1P1,ADAR,1
ADAR,ADAR,1
ADAR1,ADAR,1
DRADA,ADAR,1
IFI4,ADAR,1
ADAR2,ADARB1,21
ADAR2C,ADARB1,21
RED1,ADARB1,21
ADAR2A,ADARB1,21
ADARB1,ADARB1,21
HRED1,ADARB1,21
ADAR2B,ADARB1,21
DRADA2,ADARB1,21
ADAR2A-L1,ADARB1,21
DRABA2,ADARB1,21
ADAR2A-L3,ADARB1,21
ADAR2G,ADARB1,21
ADAR2A-L2,ADARB1,21
ADAR2D,ADARB1,21
ADARB2,ADARB2,10
HRED2,ADARB2,10
RED2,ADARB2,10
ADAR3,ADARB2,10
C10orf109,ADARB2-AS1,10
ADARB2-AS1,ADARB2-AS1,10
BA466B20.1,ADARB2-AS1,10
NCRNA00168,ADARB2-AS1,10
ADAT1,ADAT1,16
ADAT2,ADAT2,6
DEADC1,ADAT2,6
DJ20N2.1,ADAT2,6
TAD2,ADAT2,6
ADAT3,ADAT3,19
TAD3,ADAT3,19
FLJ39600,ADCK1,14
ADCK1,ADCK1,14
ADCK2,ADCK2,7
MGC20727,ADCK2,7
ADCK5,ADCK5,8
FLJ35454,ADCK5,8
ADCP1,ADCP1,6
DFNB44,ADCY1,7
ADCY1,ADCY1,7
AC1,ADCY1,7
SAC,ADCY10,1
SACI,ADCY10,1
ADCY10,ADCY10,1
HCA2,ADCY10,1
SACY,ADCY10,1
RP1-313L4.2,ADCY10,1
ADCY10P1,ADCY10P1,6
HBAC2,ADCY2,5
KIAA1060,ADCY2,5
AC2,ADCY2,5
ADCY2,ADCY2,5
ADCY3,ADCY3,2
AC3,ADCY3,2
ADCY4,ADCY4,14
AC4,ADCY4,14
ADCY5,ADCY5,3
AC5,ADCY5,3
AC6,ADCY6,12
ADCY6,ADCY6,12
ADCY6-DT,ADCY6-DT,12
AC7,ADCY7,16
ADCY7,ADCY7,16
KIAA0037,ADCY7,16
HBAC1,ADCY8,8
ADCY8,ADCY8,8
AC8,ADCY8,8
ADCY3,ADCY8,8
ADCY9,ADCY9,16
AC9,ADCY9,16
PACAP,ADCYAP1,18
ADCYAP1,ADCYAP1,18
ADCYAP1R1,ADCYAP1R1,7
PAC1R,ADCYAP1R1,7
PAC1,ADCYAP1R1,7
PACAPR,ADCYAP1R1,7
ADD1,ADD1,4
ADDB,ADD2,2
ADD2,ADD2,2
ADD3,ADD3,10
ADDL,ADD3,10
ADD3-AS1,ADD3-AS1,10
DJ408K24.1,ADGB,6
CAPN16,ADGB,6
FLJ23121,ADGB,6
ADGB,ADGB,6
C6orf103,ADGB,6
ADGB-DT,ADGB-DT,6
KIAA1828,ADGRA1,10
GPR123,ADGRA1,10
ADGRA1,ADGRA1,10
ADGRA1-AS1,ADGRA1-AS1,10
GPR123-AS1,ADGRA1-AS1,10
ADGRA2,ADGRA2,8
DKFZP434J0911,ADGRA2,8
FLJ14390,ADGRA2,8
GPR124,ADGRA2,8
KIAA1531,ADGRA2,8
DKFZP434C211,ADGRA2,8
TEM5,ADGRA2,8
ADGRA3,ADGRA3,4
PGR21,ADGRA3,4
FLJ38547,ADGRA3,4
GPR125,ADGRA3,4
ADGRA3P1,ADGRA3P1,18
ADGRB1,ADGRB1,8
BAI1,ADGRB1,8
BAI2,ADGRB2,1
ADGRB2,ADGRB2,1
ADGRB3,ADGRB3,6
BAI3,ADGRB3,6
KIAA0550,ADGRB3,6
RP3-525N10.2,ADGRB3-DT,6
ADGRB3-DT,ADGRB3-DT,6
AL391807.1,ADGRB3-DT,6
PGR25,ADGRD1,12
GPR133,ADGRD1,12
ADGRD1,ADGRD1,12
DKFZP434B1272,ADGRD1,12
ADGRD1-AS1,ADGRD1-AS1,12
LACAT8,ADGRD1-AS1,12
ADGRD1-AS2,ADGRD1-AS2,12
GPR144,ADGRD2,9
ADGRD2,ADGRD2,9
PGR24,ADGRD2,9
EMR1,ADGRE1,19
TM7LN3,ADGRE1,19
ADGRE1,ADGRE1,19
ADGRE2,ADGRE2,19
CD312,ADGRE2,19
EMR2,ADGRE2,19
EMR3,ADGRE3,19
ADGRE3,ADGRE3,19
EMR4P,ADGRE4P,19
EMR4,ADGRE4P,19
ADGRE4P,ADGRE4P,19
PGR16,ADGRE4P,19
GPR127,ADGRE4P,19
TM7LN1,ADGRE5,19
ADGRE5,ADGRE5,19
CD97,ADGRE5,19
HGPCR36,ADGRF1,6
ADGRF1,ADGRF1,6
GPR110,ADGRF1,6
PGR19,ADGRF1,6
GPR111,ADGRF2P,6
ADGRF2,ADGRF2P,6
HGPCR35,ADGRF2P,6
PGR20,ADGRF2P,6
ADGRF2P,ADGRF2P,6
GPR113,ADGRF3,2
HGPCR37,ADGRF3,2
ADGRF3,ADGRF3,2
PGR23,ADGRF3,2
PGR18,ADGRF4,6
ADGRF4,ADGRF4,6
FLJ38076,ADGRF4,6
GPR115,ADGRF4,6
KIAA0758,ADGRF5,6
GPR116,ADGRF5,6
ADGRF5,ADGRF5,6
DKFZP564O1923,ADGRF5,6
ADGRF5-AS1,ADGRF5-AS1,6
ADGRF5P1,ADGRF5P1,9
GPR116P1,ADGRF5P1,9
GPR116P2,ADGRF5P2,9
ADGRF5P2,ADGRF5P2,9
TM7XN1,ADGRG1,16
TM7LN4,ADGRG1,16
ADGRG1,ADGRG1,16
GPR56,ADGRG1,16
HE6,ADGRG2,X
ADGRG2,ADGRG2,X
GPR64,ADGRG2,X
TM7LN2,ADGRG2,X
EDDM6,ADGRG2,X
PB99,ADGRG3,16
GPR97,ADGRG3,16
PGR26,ADGRG3,16
ADGRG3,ADGRG3,16
RP1-299I16,ADGRG4,X
GPR112,ADGRG4,X
PGR17,ADGRG4,X
ADGRG4,ADGRG4,X
ADGRG5,ADGRG5,16
PGR27,ADGRG5,16
GPR114,ADGRG5,16
FLJ14937,ADGRG6,6
GPR126,ADGRG6,6
ADGRG6,ADGRG6,6
FLJ14454,ADGRG7,3
GPR128,ADGRG7,3
ADGRG7,ADGRG7,3
CIRL1,ADGRL1,19
KIAA0821,ADGRL1,19
ADGRL1,ADGRL1,19
LEC2,ADGRL1,19
LPHN1,ADGRL1,19
ADGRL1-AS1,ADGRL1-AS1,19
CIRL2,ADGRL2,1
KIAA0786,ADGRL2,1
ADGRL2,ADGRL2,1
LEC1,ADGRL2,1
LPHN2,ADGRL2,1
LPHH1,ADGRL2,1
KIAA0768,ADGRL3,4
LEC3,ADGRL3,4
LPHN3,ADGRL3,4
ADGRL3,ADGRL3,4
LPHN3-AS1,ADGRL3-AS1,4
ADGRL3-AS1,ADGRL3-AS1,4
ETL,ADGRL4,1
ADGRL4,ADGRL4,1
ELTD1,ADGRL4,1
MASS1,ADGRV1,5
ADGRV1,ADGRV1,5
DKFZP761P0710,ADGRV1,5
GPR98,ADGRV1,5
USH2C,ADGRV1,5
VLGR1,ADGRV1,5
KIAA0686,ADGRV1,5
FEB4,ADGRV1,5
ADH1A,ADH1A,4
ADH1,ADH1A,4
ADH2,ADH1B,4
ADH1B,ADH1B,4
ADH1C,ADH1C,4
ADH3,ADH1C,4
ADH-2,ADH4,4
ADH4,ADH4,4
ADH5,ADH5,4
FDH,ADH5,4
ADHX,ADH5,4
ADH-3,ADH5,4
GSNOR,ADH5,4
ADH5P2,ADH5P2,1
ADH5P3,ADH5P3,1
ADH5B,ADH5P4,6
ADH5P4,ADH5P4,6
BA707M13.2,ADH5P4,6
ADH5P5,ADH5P5,5
ADH-5,ADH6,4
ADH6,ADH6,4
ADH-4,ADH7,4
ADH7,ADH7,4
ADHFE1,ADHFE1,8
FLJ32430,ADHFE1,8
MTCBP-1,ADI1,2
HMFT1638,ADI1,2
ADI1,ADI1,2
APL1,ADI1,2
ARD,ADI1,2
MTND,ADI1,2
SIPL,ADI1,2
FLJ10913,ADI1,2
ADI1P1,ADI1P1,20
ADI1P2,ADI1P2,8
ADI1P3,ADI1P3,12
RP5-1100H13.2,ADIG,20
SMAF1,ADIG,20
ADIG,ADIG,20
MGC39724,ADIG,20
ADIPINT,ADIPINT,9
APM1,ADIPOQ,3
GBP28,ADIPOQ,3
ACDC,ADIPOQ,3
ADIPONECTIN,ADIPOQ,3
ACRP30,ADIPOQ,3
ADIPOQ,ADIPOQ,3
ADIPOQ-AS1,ADIPOQ-AS1,3
ACDCR1,ADIPOR1,1
PAQR1,ADIPOR1,1
ADIPOR1,ADIPOR1,1
ADIPOR1P1,ADIPOR1P1,10
ADIPOR1P2,ADIPOR1P2,14
ACDCR2,ADIPOR2,12
PAQR2,ADIPOR2,12
ADIPOR2,ADIPOR2,12
C10orf116,ADIRF,10
APM2,ADIRF,10
ADIRF,ADIRF,10
AFRO,ADIRF,10
ADIRF-AS1,ADIRF-AS1,10
ADISSP,ADISSP,20
FLJ20550,ADISSP,20
C20orf27,ADISSP,20
AK,ADK,10
ADK,ADK,10
ADM,ADM,11
AM,ADM,11
ADM-DT,ADM-DT,11
FLJ21135,ADM2,22
ADM2,ADM2,22
AM2,ADM2,22
AM5,ADM5,19
ADM5,ADM5,19
C19orf76,ADM5,19
ADNP1,ADNP,20
KIAA0784,ADNP,20
ADNP,ADNP,20
ADNP-AS1,ADNP-AS1,20
KIAA0863,ADNP2,18
ZNF508,ADNP2,18
ADNP2,ADNP2,18
FLJ14547,ADO,10
ADO,ADO,10
C10orf22,ADO,10
ADORA1,ADORA1,1
RDC7,ADORA1,1
ADORA1-AS1,ADORA1-AS1,1
ADORA1-AS2,ADORA1-AS2,1
ADORA2A,ADORA2A,22
RDC8,ADORA2A,22
ADORA2,ADORA2A,22
ADORA2A-AS1,ADORA2A-AS1,22
HLINFRNA1,ADORA2A-AS1,22
C22orf45,ADORA2A-AS1,22
FLJ34651,ADORA2A-AS1,22
ADORA2B,ADORA2B,17
ADORA2BP1,ADORA2BP1,1
ADORA2BP,ADORA2BP1,1
ADORA3,ADORA3,1
AD026,ADORA3,1
A3AR,ADORA3,1
ADPGK,ADPGK,15
DKFZP434B195,ADPGK,15
ADP-GK,ADPGK,15
ADPGK-AS1,ADPGK-AS1,15
ARH1,ADPRH,3
ADPRH,ADPRH,3
ARH2,ADPRHL1,13
ADPRHL1,ADPRHL1,13
C17orf48,ADPRM,17
MDS006,ADPRM,17
ADPRM,ADPRM,17
FLJ20446,ADPRS,1
ADPRS,ADPRS,1
ADPRHL2,ADPRS,1
ARH3,ADPRS,1
ADRA1C,ADRA1A,8
ADRA1A,ADRA1A,8
ADRA1L1,ADRA1A,8
ADRA1B,ADRA1B,5
ADRA1,ADRA1D,20
ADRA1D,ADRA1D,20
ADRA1R,ADRA1D,20
ADRA1A,ADRA1D,20
ADRA2A,ADRA2A,10
ADRAR,ADRA2A,10
ADRA2,ADRA2A,10
ADRA2R,ADRA2A,10
ADRA2B,ADRA2B,2
ADRA2L1,ADRA2B,2
ADRARL1,ADRA2B,2
ADRA2RL1,ADRA2B,2
ADRA2C,ADRA2C,4
ADRARL2,ADRA2C,4
ADRA2L2,ADRA2C,4
ADRA2RL2,ADRA2C,4
ADRB1,ADRB1,10
ADRB1R,ADRB1,10
B2AR,ADRB2,5
ADRBR,ADRB2,5
ADRB2,ADRB2,5
ARB2,ADRB2,5
BAR,ADRB2,5
ADRB2R,ADRB2,5
ADRB3,ADRB3,8
ARM1,ADRM1,20
ADRM1,ADRM1,20
RPN13,ADRM1,20
GP110,ADRM1,20
PSMD16,ADRM1,20
ADSL,ADSL,22
FLJ38602,ADSS1,14
ADSS1,ADSS1,14
ADSSL1,ADSS1,14
ADSS2,ADSS2,1
ADSS,ADSS2,1
C6orf105,ADTRP,6
ADTRP,ADTRP,6
AIG1L,ADTRP,6
DJ413H6.1,ADTRP,6
ACLP,AEBP1,7
AEBP1,AEBP1,7
AEBP2,AEBP2,12
MGC17922,AEBP2,12
FLJ12562,AEN,15
AEN,AEN,15
FLJ12484,AEN,15
ISG20L1,AEN,15
AFAP,AFAP1,4
AFAP1,AFAP1,4
AFAP-110,AFAP1,4
AFAP1-AS1,AFAP1-AS1,4
MGC10981,AFAP1-AS1,4
AFAP1-AS,AFAP1-AS1,4
AFAP1AS,AFAP1-AS1,4
FLJ36748,AFAP1L1,5
AFAP1L1,AFAP1L1,5
KIAA1914,AFAP1L2,10
XB130,AFAP1L2,10
FLJ14564,AFAP1L2,10
EM:AC005383.4,AFAP1L2,10
AFAP1L2,AFAP1L2,10
AF6,AFDN,6
AFDN,AFDN,6
AF-6,AFDN,6
MLLT4,AFDN,6
LINC01558,AFDN-DT,6
XBP1SBM,AFDN-DT,6
AFDN-DT,AFDN-DT,6
DJ431P23.3,AFDN-DT,6
C6orf124,AFDN-DT,6
MLLT4-AS1,AFDN-DT,6
AFDN-AS1,AFDN-DT,6
HGC6.4,AFDN-DT,6
FEL,AFF1,4
PBM1,AFF1,4
MLLT2,AFF1,4
AFF1,AFF1,4
AF4,AFF1,4
AF-4,AFF1,4
AFF1-AS1,AFF1-AS1,4
FMR2,AFF2,X
AFF2,AFF2,X
FRAXE,AFF2,X
AFF2-IT1,AFF2-IT1,X
AFF3,AFF3,2
LAF4,AFF3,2
MLLT2-LIKE,AFF3,2
AF5Q31,AFF4,5
AFF4,AFF4,5
MCEF,AFF4,5
AFF4-DT,AFF4-DT,5
AFF4P1,AFF4P1,3
AFG1,AFG1L,6
AFG1L,AFG1L,6
LACE1,AFG1L,6
AFG2,AFG2A,4
SPATA5,AFG2A,4
AFG2A,AFG2A,4
SPAF,AFG2A,4
SPATA5L1,AFG2B,15
AFG2B,AFG2B,15
MGC5347,AFG2B,15
FLJ12286,AFG2B,15
AFG3L1,AFG3L1P,16
AFG3,AFG3L1P,16
AFG3L1P,AFG3L1P,16
AFG3L2,AFG3L2,18
SCA28,AFG3L2,18
SPAX5,AFG3L2,18
AFG3L2P1,AFG3L2P1,8
AFG3L2P,AFG3L2P1,8
ALBA,AFM,4
ALB2,AFM,4
AFM,AFM,4
KF,AFMID,17
AFMID,AFMID,17
DKFZP686F03259,AFMID,17
AFP,AFP,4
FETA,AFP,4
HPAFP,AFP,4
NBLA10388,AFTPH,2
FLJ20080,AFTPH,2
FLJ23793,AFTPH,2
AFTPH,AFTPH,2
MGC33965,AFTPH,2
AFTPH-DT,AFTPH-DT,2
AGA,AGA,4
ASRG,AGA,4
AGA-DT,AGA-DT,4
CENTG2,AGAP1,2
GGAP1,AGAP1,2
KIAA1099,AGAP1,2
AGAP1,AGAP1,2
AGAP1-IT1,AGAP1-IT1,2
BA144G6.2,AGAP10P,10
CTGLF7,AGAP10P,10
AGAP10,AGAP10P,10
CTGLF10P,AGAP10P,10
AGAP10P,AGAP10P,10
BA358L16.1,AGAP10P,10
KIAA1975,AGAP11,10
AGAP11,AGAP11,10
CTGLF12P,AGAP12P,10
BA164N7.2,AGAP12P,10
AGAP12P,AGAP12P,10
CTGLF9P,AGAP13P,10
BA548K23.1,AGAP13P,10
AGAP13P,AGAP13P,10
AGAP14,AGAP14P,10
AGAP14P,AGAP14P,10
BA145E20.1,AGAP14P,10
CTGLF11P,AGAP14P,10
AGAP2,AGAP2,12
CENTG1,AGAP2,12
LOC100130776,AGAP2-AS1,12
AGAP2-AS1,AGAP2-AS1,12
PUNISHER,AGAP2-AS1,12
AGAP3,AGAP3,7
CENTG3,AGAP3,7
AGAP4,AGAP4,10
EM:AC012044.1,AGAP4,10
CTGLF5,AGAP4,10
MRIP2,AGAP4,10
CTGLF1,AGAP4,10
AGAP8,AGAP4,10
EM:AC073389.1,AGAP5,10
CTGLF2,AGAP5,10
AGAP5,AGAP5,10
BA324H6.1,AGAP6,10
AGAP6,AGAP6,10
CTGLF3,AGAP6,10
BA109G10.1,AGAP7P,10
CTGLF4,AGAP7P,10
AGAP7P,AGAP7P,10
AGAP7,AGAP7P,10
AGAP9,AGAP9,10
CTGLF6,AGAP9,10
BA301J7.2,AGAP9,10
FLJ00312,AGAP9,10
AGBL1,AGBL1,15
CCP4,AGBL1,15
FLJ32310,AGBL1,15
AGBL1-AS1,AGBL1-AS1,15
CCP2,AGBL2,11
FLJ23598,AGBL2,11
AGBL2,AGBL2,11
AGBL3,AGBL3,7
CCP3,AGBL3,7
MGC32955,AGBL3,7
AGBL4,AGBL4,1
FLJ14442,AGBL4,1
CCP6,AGBL4,1
AGBL4-AS1,AGBL4-AS1,1
AGBL4-IT1,AGBL4-IT1,1
FLJ21839,AGBL5,2
CCP5,AGBL5,2
AGBL5,AGBL5,2
AGBL5-AS1,AGBL5-AS1,2
AGBL5-IT1,AGBL5-IT1,2
SRAGE,AGER,6
SCARJ1,AGER,6
RAGE,AGER,6
AGER,AGER,6
RAB,AGFG1,2
HRB,AGFG1,2
AGFG1,AGFG1,2
RIP,AGFG1,2
RABR,AGFG2,7
HRBL,AGFG2,7
AGFG2,AGFG2,7
GPATCH7,AGGF1,5
GPATC7,AGGF1,5
FLJ10283,AGGF1,5
AGGF1,AGGF1,5
HSU84971,AGGF1,5
VG5Q,AGGF1,5
AGGF1P1,AGGF1P1,4
AGGF1P10,AGGF1P10,20
AGGF1P2,AGGF1P2,10
AGGF1P3,AGGF1P3,3
AGGF1P4,AGGF1P4,16
AGGF1P5,AGGF1P5,16
AGGF1P6,AGGF1P6,16
AGGF1P7,AGGF1P7,16
AGGF1P8,AGGF1P8,16
AGGF1P9,AGGF1P9,16
AGK,AGK,7
FLJ10842,AGK,7
MULK,AGK,7
AGK-DT,AGK-DT,7
AGKP1,AGKP1,Y
AGKY1,AGKP1,Y
AGKP2,AGKP2,X
AGL,AGL,1
GDE,AGL,1
AGMAT,AGMAT,1
FLJ23384,AGMAT,1
FLJ16237,AGMO,7
AGMO,AGMO,7
TMEM195,AGMO,7
AGO1,AGO1,1
HAGO1,AGO1,1
EIF2C1,AGO1,1
EIF2C2,AGO2,8
CASC7,AGO2,8
HAGO2,AGO2,8
Q10,AGO2,8
AGO2,AGO2,8
LINC00980,AGO2,8
HAGO3,AGO3,1
EIF2C3,AGO3,1
AGO3,AGO3,1
FLJ12765,AGO3,1
AGO4,AGO4,1
KIAA1567,AGO4,1
EIF2C4,AGO4,1
FLJ20033,AGO4,1
